emp_no,first_name,last_name,title,from_date,salary
404520,Honglan,Mahnke,Senior Engineer,7/31/1993,60216
426090,Weiru,Falck,Senior Staff,7/31/1993,61540
462282,Adly,Morton,Senior Staff,7/31/1993,77346
71114,Jagoda,Kakkar,Senior Engineer,8/1/1993,44737
246038,Herbert,Pettit,Senior Engineer,8/1/1993,48906
279182,Weijing,Benveniste,Senior Staff,8/1/1993,40000
462563,Toshimori,Weedon,Technique Leader,8/1/1993,40000
497307,Takahiro,Collette,Senior Staff,8/1/1993,62269
20923,Menkae,Miara,Senior Staff,8/2/1993,80332
44100,Guozhong,Bresenham,Senior Engineer,8/2/1993,46098
62529,Piyush,Miyakawa,Senior Engineer,8/2/1993,40000
215620,Aiichiro,Baik,Senior Engineer,8/2/1993,40000
230255,Ennio,Lorcy,Senior Engineer,8/2/1993,82887
403083,Bangqing,Shrader,Staff,8/2/1993,62374
406312,Yuping,Maginnis,Senior Engineer,8/2/1993,40000
26442,Mingsen,Cromarty,Senior Engineer,8/3/1993,41663
68726,Fay,Domenig,Senior Engineer,8/3/1993,57412
203286,Hisao,Ginesta,Assistant Engineer,8/3/1993,40000
222549,Ramzi,Onuegbe,Senior Engineer,8/3/1993,42394
457852,Gor,Emmerich,Senior Staff,8/3/1993,44844
14620,Jianhua,Erev,Senior Engineer,8/4/1993,53303
207460,Sadok,Oskamp,Senior Staff,8/4/1993,58763
256443,Lorien,Geffroy,Senior Staff,8/4/1993,74978
281434,Hideyuki,Zaumen,Senior Engineer,8/4/1993,40000
406863,Claude,Comte,Senior Staff,8/4/1993,56386
408523,Shan,Barreiro,Senior Engineer,8/4/1993,59475
410430,Tadahiro,Rusterholz,Senior Staff,8/4/1993,87203
439511,Suzette,Cummings,Senior Engineer,8/4/1993,48717
442907,Nitsan,Percebois,Senior Engineer,8/4/1993,53273
446241,Oscar,Schrooten,Senior Engineer,8/4/1993,40000
468324,Shounak,Rosenbaum,Senior Staff,8/4/1993,81201
27435,Toshimori,Sethi,Staff,8/5/1993,40000
42583,Joydip,Henseler,Senior Engineer,8/5/1993,75901
66686,Gopalakrishnan,Flanders,Senior Engineer,8/5/1993,40000
245986,Reinhard,Gargeya,Senior Engineer,8/5/1993,58471
258295,Susanna,Rosti,Senior Staff,8/5/1993,66865
286795,Tayeb,Luca,Senior Staff,8/5/1993,64514
463451,Subhash,Kuhnemann,Senior Engineer,8/5/1993,71922
69632,Limsoon,Nations,Senior Engineer,8/6/1993,51890
95564,Elliott,Kading,Senior Staff,8/6/1993,46279
97173,Xiping,Pouyioutas,Senior Staff,8/6/1993,40000
212997,Sumant,Zaccaria,Senior Engineer,8/6/1993,65739
221040,Susanta,Socorro,Senior Engineer,8/6/1993,40000
226775,Khalid,Veccia,Technique Leader,8/6/1993,48526
230355,Debaprosad,Lamma,Senior Engineer,8/6/1993,42957
284910,Uwe,Streng,Senior Staff,8/6/1993,76468
424662,Jaewon,Swab,Senior Engineer,8/6/1993,53426
22133,Annemarie,Bernardeschi,Senior Staff,8/7/1993,40000
77102,Gad,Hettesheimer,Senior Staff,8/7/1993,64931
78273,Mona,Verhoeff,Senior Staff,8/7/1993,76839
82591,Ugo,Lampe,Senior Engineer,8/7/1993,40627
201742,Dung,Erva,Senior Staff,8/7/1993,71622
221088,Danae,Kawashima,Senior Engineer,8/7/1993,54640
222110,Maria,Warwick,Senior Engineer,8/7/1993,66475
447076,Teruyuki,Straney,Senior Staff,8/7/1993,67905
455104,Duro,Felcyn,Senior Engineer,8/7/1993,41864
59295,Subbu,Ducloy,Senior Staff,8/8/1993,40603
75927,Mooi,Debuse,Technique Leader,8/8/1993,51255
95663,Domenick,Ghazalie,Senior Staff,8/8/1993,71990
285065,Adas,Hitomi,Senior Engineer,8/8/1993,48100
298980,Patricio,Lundstrom,Senior Staff,8/8/1993,40000
400408,Marla,Kamble,Senior Engineer,8/8/1993,40084
407413,Filipe,Driscoll,Senior Engineer,8/8/1993,46927
412133,Moti,Penttonen,Senior Staff,8/8/1993,40554
441163,Shunichi,Turnbull,Senior Staff,8/8/1993,42741
443228,Mohammad,Gecseg,Senior Staff,8/8/1993,66153
457842,Xianlong,Sidou,Senior Engineer,8/8/1993,40000
63166,Sanjai,Baak,Senior Staff,8/9/1993,40000
88269,Demin,Kaelbling,Senior Staff,8/9/1993,53523
89525,Kristin,Pleszkun,Senior Engineer,8/9/1993,40000
209543,Heng,Porenta,Senior Engineer,8/9/1993,70266
238717,Mario,Kumaresan,Senior Staff,8/9/1993,47018
410444,Khoa,Hasham,Senior Engineer,8/9/1993,40000
21161,Irena,Moffat,Senior Staff,8/10/1993,40000
29105,Snehasis,Marsiglia,Senior Staff,8/10/1993,52645
30148,Lakshmi,Linnainmaa,Senior Staff,8/10/1993,68284
48803,Yuuichi,Bhattacharjee,Senior Engineer,8/10/1993,48143
100331,Leon,Tiemann,Senior Staff,8/10/1993,40000
247502,Yinlin,Iivonen,Senior Staff,8/10/1993,88889
291124,Yucai,Anandan,Senior Staff,8/10/1993,85424
427224,Weiyi,Merli,Senior Engineer,8/10/1993,64900
444372,Filipp,Rosin,Senior Engineer,8/10/1993,40000
455529,Hidefumi,Rodier,Senior Staff,8/10/1993,91932
498220,Marla,Koprowski,Senior Staff,8/10/1993,40000
30419,Peer,Kulisch,Senior Engineer,8/11/1993,40000
101559,Rasiah,Kisuki,Senior Engineer,8/11/1993,53702
209526,Subhash,Kobara,Engineer,8/11/1993,67947
209792,Yoshinari,Bernick,Senior Engineer,8/11/1993,58848
221755,Luerbio,Sudbeck,Senior Staff,8/11/1993,40663
253556,Sarita,Hanratty,Engineer,8/11/1993,43361
440794,Emdad,Dalphin,Senior Engineer,8/11/1993,45833
480059,Honesty,Billingsley,Senior Engineer,8/11/1993,70663
60815,DAIDA,Oxman,Staff,8/12/1993,61376
97221,Martina,Anick,Senior Staff,8/12/1993,85241
465900,Hatim,Maginnis,Senior Staff,8/12/1993,40000
473469,Subhrajyoti,Bhattacharjee,Senior Engineer,8/12/1993,52781
23224,Nikolaos,Engelmann,Senior Staff,8/13/1993,50328
41855,Cathie,Bamford,Senior Staff,8/13/1993,40000
66713,LiMin,Zyda,Senior Staff,8/13/1993,52499
68179,Guangming,Nyanchama,Senior Engineer,8/13/1993,40000
74935,Manohar,Vendrig,Engineer,8/13/1993,40000
102385,Mountaz,Sidou,Senior Engineer,8/13/1993,73828
231760,Karsten,Auyong,Senior Staff,8/13/1993,53218
272958,Marc,Chepyzhov,Senior Engineer,8/13/1993,43326
421197,Zeljko,Conde,Senior Staff,8/13/1993,53413
24472,Behnaam,Oehlmann,Senior Engineer,8/14/1993,76011
45232,Chaosheng,Senzako,Technique Leader,8/14/1993,79507
73109,Divine,Pusterhofer,Senior Engineer,8/14/1993,40000
89957,Tua,Sadowski,Senior Engineer,8/14/1993,40000
94053,Hauke,Perko,Senior Staff,8/14/1993,51022
228008,Guozhong,Melski,Senior Engineer,8/14/1993,40789
263540,Dharmaraja,Cummings,Senior Engineer,8/14/1993,40000
292093,Yurij,Papsdorf,Senior Staff,8/14/1993,40000
417874,Sandeepan,McAlpine,Senior Engineer,8/14/1993,40000
420362,Uinam,Cooley,Senior Staff,8/14/1993,72603
12895,Roddy,Serot,Senior Engineer,8/15/1993,40000
40409,Jaroslava,Peha,Senior Engineer,8/15/1993,40929
41961,Huican,Kalloufi,Senior Engineer,8/15/1993,45758
48985,Divine,Ozeki,Senior Engineer,8/15/1993,52370
206507,Bernt,Gonthier,Senior Engineer,8/15/1993,40000
248172,Alassane,Couchot,Senior Staff,8/15/1993,48284
277334,Xianlong,Oppitz,Senior Staff,8/15/1993,40000
409551,Iara,Stentiford,Senior Staff,8/15/1993,86476
462769,Tse,Coors,Senior Engineer,8/15/1993,40000
466320,Shigehiro,Janetzko,Senior Staff,8/15/1993,40000
47374,Yonghong,Kaiserswerth,Senior Staff,8/16/1993,56376
86561,Thodoros,Frolund,Assistant Engineer,8/16/1993,42797
265400,Claude,Krybus,Staff,8/16/1993,40000
268209,Pranay,Attimonelli,Senior Engineer,8/16/1993,75036
410857,Anestis,Lamba,Senior Staff,8/16/1993,74970
488637,Hisao,Shiratori,Engineer,8/16/1993,76622
494156,Pohua,McFarlan,Senior Engineer,8/16/1993,40000
32640,Uli,Oskamp,Staff,8/17/1993,69207
65832,Anoosh,Lamba,Senior Staff,8/17/1993,70859
78799,Yuchang,Broder,Staff,8/17/1993,40000
108300,Arlette,Gyimothy,Senior Staff,8/17/1993,47077
216642,Kazuhiko,Mondadori,Senior Staff,8/17/1993,60832
235110,Boriana,Biran,Senior Staff,8/17/1993,56847
287585,Kwangyoen,Heinisuo,Senior Engineer,8/17/1993,67297
467116,Shirish,Straney,Staff,8/17/1993,60786
22549,Reinhard,Michaels,Senior Staff,8/18/1993,52206
33652,Nimmagadda,Bridgland,Engineer,8/18/1993,44082
77763,Mahmut,Mitchem,Senior Staff,8/18/1993,40000
103258,Nathan,Baaz,Senior Staff,8/18/1993,40000
228683,Girolamo,Coombs,Senior Staff,8/18/1993,40000
415123,Fatemeh,Fontet,Senior Engineer,8/18/1993,40000
424892,Ingmar,Farrow,Senior Staff,8/18/1993,81046
478642,Jeong,Erman,Senior Staff,8/18/1993,56447
494022,Froduald,Langford,Senior Engineer,8/18/1993,48509
495219,Dinah,Hambrick,Senior Staff,8/18/1993,51004
496681,Seshu,Nastansky,Senior Engineer,8/18/1993,40000
40392,Qunsheng,Genther,Senior Engineer,8/19/1993,58839
48139,Perry,Bultermann,Senior Staff,8/19/1993,80436
49030,Monique,Thombley,Senior Engineer,8/19/1993,46049
50199,Yishai,Schreiter,Senior Engineer,8/19/1993,40000
82234,Christoper,Woycyznski,Senior Engineer,8/19/1993,40331
82341,Naftali,Czap,Engineer,8/19/1993,65614
83787,Xuejia,Lanzelotte,Senior Staff,8/19/1993,43080
201141,Jiafu,Zielinski,Senior Staff,8/19/1993,69788
252016,Hatim,Czaja,Senior Staff,8/19/1993,105395
258273,JoAnna,Maksimenko,Senior Staff,8/19/1993,61681
261849,Alselm,Makinen,Senior Engineer,8/19/1993,40000
294834,Urs,Snedden,Senior Staff,8/19/1993,51144
406088,Uzi,Henders,Senior Staff,8/19/1993,87360
413468,Kristina,Czaja,Senior Engineer,8/19/1993,40000
415455,Kiyomitsu,Rosiles,Senior Staff,8/19/1993,61623
424167,Kazuhiko,Hasham,Engineer,8/19/1993,44506
456973,Suzette,Auria,Senior Engineer,8/19/1993,46365
480353,Weiyi,Vural,Senior Staff,8/19/1993,41583
75249,Parto,Junet,Senior Staff,8/20/1993,40000
77623,Takushi,Anger,Senior Engineer,8/20/1993,40000
226387,Inderjeet,Eterovic,Senior Staff,8/20/1993,63226
231440,Mariangiola,Lores,Senior Engineer,8/20/1993,69411
240204,Duke,Vandervoorde,Senior Engineer,8/20/1993,40000
256289,Joydip,Nittel,Senior Staff,8/20/1993,64082
279996,Zejun,Lampe,Senior Engineer,8/20/1993,42575
487543,Xiping,Menhoudj,Senior Staff,8/20/1993,65120
15269,Eric,Reghbati,Senior Engineer,8/21/1993,60930
67367,Karlis,Birch,Senior Staff,8/21/1993,77782
70485,Sachio,Mondadori,Senior Engineer,8/21/1993,47724
89299,Ayonca,Andreotta,Senior Engineer,8/21/1993,40000
104644,Yuguang,Lieblein,Senior Engineer,8/21/1993,49794
207448,Kristof,Dredge,Senior Staff,8/21/1993,72983
215831,Halsur,Ferriere,Senior Engineer,8/21/1993,56380
226905,Koldo,Barreiro,Senior Staff,8/21/1993,61167
230753,Geraldo,Suri,Senior Engineer,8/21/1993,70636
243510,Paraskevi,Detkin,Senior Engineer,8/21/1993,40000
251495,Aemilian,Hiltgen,Senior Staff,8/21/1993,80367
271873,Piyush,Jiafu,Senior Staff,8/21/1993,43151
405288,Atreyi,Eldridge,Senior Staff,8/21/1993,55927
495399,Guadalupe,Gustavson,Senior Engineer,8/21/1993,40000
40360,Harjit,Miyakawa,Senior Engineer,8/22/1993,40000
102632,Caolyn,Radwan,Senior Engineer,8/22/1993,40000
213232,Halsur,Rodham,Senior Engineer,8/22/1993,59248
215801,Alejandra,Underwood,Senior Engineer,8/22/1993,54442
225652,Along,Seiwald,Senior Engineer,8/22/1993,40920
258102,Uinam,Ibel,Senior Engineer,8/22/1993,62600
264842,Valeri,Asrin,Senior Engineer,8/22/1993,40000
421822,Mario,Rodham,Engineer,8/22/1993,55356
456158,Jungsoon,Takanami,Senior Engineer,8/22/1993,40000
464295,Jackson,Hebden,Senior Engineer,8/22/1993,40000
464999,Terresa,Nanard,Senior Engineer,8/22/1993,43625
466106,Ranga,Cronau,Engineer,8/22/1993,52191
16871,Munir,Stiles,Senior Engineer,8/23/1993,55303
20403,Rildo,Reinhard,Engineer,8/23/1993,40000
29983,Lucian,Christ,Senior Engineer,8/23/1993,40000
93597,Shmuel,Karlin,Senior Engineer,8/23/1993,56890
218739,Dannz,Vadhan,Senior Staff,8/23/1993,75940
224180,Goncalo,Hartvigsen,Senior Staff,8/23/1993,40000
298394,Maya,Hofstetter,Senior Staff,8/23/1993,57112
410668,Yishay,McDermid,Senior Engineer,8/23/1993,68138
418911,Alois,Kakkar,Senior Engineer,8/23/1993,52640
419753,Divine,Ebeling,Senior Engineer,8/23/1993,77849
438192,Keiichiro,Showalter,Senior Staff,8/23/1993,40000
490857,Domenick,Hammerschmidt,Senior Staff,8/23/1993,40000
14481,Moti,Lammel,Senior Engineer,8/24/1993,40000
22961,Hirochika,Masamoto,Engineer,8/24/1993,44463
45298,Shay,Valtorta,Senior Staff,8/24/1993,56982
45618,Huiqun,Kandlur,Senior Engineer,8/24/1993,47314
46402,Koichi,Conta,Engineer,8/24/1993,46579
69578,Shim,Sewelson,Senior Staff,8/24/1993,94930
70032,Guttorm,Oppitz,Senior Staff,8/24/1993,40000
96682,Pasqua,Schapire,Engineer,8/24/1993,46730
226112,Susanna,Gomatam,Senior Staff,8/24/1993,84125
242197,Marla,Hennings,Senior Engineer,8/24/1993,49649
245530,Mayuko,Poulakidas,Senior Engineer,8/24/1993,40000
250462,Vesna,Koyama,Technique Leader,8/24/1993,41223
271201,Franziska,Lagarias,Senior Engineer,8/24/1993,56244
285524,Anoosh,Gimbel,Senior Staff,8/24/1993,90267
400975,Toshiko,Gniady,Senior Staff,8/24/1993,64508
403508,Hinrich,Reutenauer,Senior Staff,8/24/1993,40000
427156,Kwun,Herbst,Staff,8/24/1993,81361
449506,Mohit,Nanard,Senior Engineer,8/24/1993,54609
30020,Masadi,Brobst,Engineer,8/25/1993,41789
30951,Alagu,Matzen,Senior Engineer,8/25/1993,40000
204014,Mack,Parveen,Engineer,8/25/1993,50089
213529,Shaibal,Schusler,Senior Engineer,8/25/1993,40000
218272,Gay,Boreale,Senior Staff,8/25/1993,40000
226582,Reinhard,Serre,Senior Staff,8/25/1993,86736
262240,Arno,Sessa,Senior Staff,8/25/1993,40000
410893,Fusako,Schlumberger,Senior Staff,8/25/1993,40000
431721,Aluzio,Anandan,Technique Leader,8/25/1993,42314
455923,Salvador,Cesareni,Senior Engineer,8/25/1993,50023
482095,Tomofumi,Dymetman,Engineer,8/25/1993,56568
13392,Fumitake,Beidas,Senior Staff,8/26/1993,69221
20375,Conor,Birrer,Senior Engineer,8/26/1993,40000
21751,Uinam,Savasere,Technique Leader,8/26/1993,40000
37048,Fai,Eldridge,Senior Engineer,8/26/1993,40000
43708,Zhongwei,Streng,Senior Engineer,8/26/1993,78503
83000,Apostol,Talmor,Senior Engineer,8/26/1993,53876
106611,Shir,Vecchi,Senior Engineer,8/26/1993,40000
252754,Yuguang,Peak,Engineer,8/26/1993,40000
281864,Howell,Dymetman,Senior Engineer,8/26/1993,64998
432188,Yishai,Haraldson,Senior Staff,8/26/1993,61813
439795,Sashi,Sullins,Senior Engineer,8/26/1993,46800
456111,Vincent,Legleitner,Senior Staff,8/26/1993,47439
458887,Ioana,Halloran,Senior Staff,8/26/1993,44982
466661,Karsten,Stasinski,Senior Engineer,8/26/1993,54227
74733,Val,Sabnani,Senior Staff,8/27/1993,70874
249861,Itzchak,Kornyak,Senior Engineer,8/27/1993,40000
467593,Mayuko,Reghbati,Senior Staff,8/27/1993,76220
483189,Guadalupe,Gente,Senior Engineer,8/27/1993,40166
72397,Shigeu,Einsfeld,Senior Engineer,8/28/1993,49929
76177,Kerryn,Sommen,Technique Leader,8/28/1993,40000
77915,Shimshon,Schnelling,Senior Staff,8/28/1993,80201
97803,Randy,Keirsey,Senior Staff,8/28/1993,71349
106063,Florian,Baaz,Senior Staff,8/28/1993,88281
262879,Mostafa,Zedlitz,Senior Engineer,8/28/1993,56954
405449,Angel,Gill,Senior Engineer,8/28/1993,63858
426623,Yifei,Cochrane,Senior Staff,8/28/1993,40000
430285,Nishit,Deville,Senior Engineer,8/28/1993,55650
447238,Shigehito,Comte,Senior Engineer,8/28/1993,60494
64106,Youjian,Krone,Senior Staff,8/29/1993,62005
75530,Martial,Beutelspacher,Staff,8/29/1993,76080
276476,Susuma,Kropf,Engineer,8/29/1993,40000
427335,Duke,Ghemri,Senior Staff,8/29/1993,43009
439484,Muzhong,Seghrouchni,Technique Leader,8/29/1993,48217
448054,Franziska,Imataki,Senior Engineer,8/29/1993,54591
490945,Moriyoshi,Schiettecatte,Senior Engineer,8/29/1993,40000
13213,Hein,Billawala,Senior Staff,8/30/1993,61131
15505,Collette,Mikschl,Senior Engineer,8/30/1993,56848
50302,Golgen,Simmel,Senior Engineer,8/30/1993,51499
212591,Sigeru,Ravishankar,Senior Staff,8/30/1993,46201
214010,Steen,Melski,Senior Engineer,8/30/1993,40000
229292,Leah,Baby,Senior Engineer,8/30/1993,65820
233196,Masoud,Bottner,Staff,8/30/1993,58340
249369,Lidong,Chinen,Senior Engineer,8/30/1993,72202
419638,Lein,Birsak,Senior Staff,8/30/1993,84636
10198,Pranav,Furedi,Senior Engineer,8/31/1993,44076
17355,Mingzeng,Weisert,Senior Engineer,8/31/1993,40000
21555,Uinam,Biron,Senior Engineer,8/31/1993,40000
41544,Rayond,Simmel,Senior Engineer,8/31/1993,58503
83968,Giap,Rando,Senior Engineer,8/31/1993,44227
92378,Sadegh,Basagni,Senior Staff,8/31/1993,65906
97918,Adel,Pollacia,Senior Staff,8/31/1993,66931
232684,Hyuckchul,Hockney,Senior Engineer,8/31/1993,46353
255171,Chriss,Gist,Senior Staff,8/31/1993,63091
282314,Bilhanan,Karcich,Senior Engineer,8/31/1993,40000
285146,Sachio,Birke,Senior Staff,8/31/1993,54308
483621,Marin,Dulin,Staff,8/31/1993,62460
491436,Taisook,Vecchi,Senior Engineer,8/31/1993,56012
26194,Anwar,Spinelli,Senior Staff,9/1/1993,40000
47497,Uzi,Biran,Engineer,9/1/1993,56083
55897,Jiafu,Karnin,Senior Engineer,9/1/1993,47585
67667,Basant,Butterworth,Senior Staff,9/1/1993,40000
288880,Chuanyi,Gammage,Senior Engineer,9/1/1993,46969
299786,Dietrich,Vanwelkenhuysen,Senior Staff,9/1/1993,85851
426713,Shawna,Gomatam,Engineer,9/1/1993,70308
454699,Huai,Jiafu,Senior Engineer,9/1/1993,40000
464818,Rasiah,Perez,Senior Engineer,9/1/1993,59070
10088,Jungsoon,Syrzycki,Senior Staff,9/2/1993,65957
25308,Abdelaziz,Mayerwieser,Senior Engineer,9/2/1993,40000
95902,Adin,Mikschl,Senior Staff,9/2/1993,81491
213180,Aiman,Heuser,Senior Engineer,9/2/1993,46415
262607,Kendra,Buchter,Staff,9/2/1993,55818
442429,Souichi,Hanabata,Senior Engineer,9/2/1993,50817
22755,Marla,Albarhamtoshy,Senior Staff,9/3/1993,63264
30968,Ingemar,Karlin,Senior Staff,9/3/1993,40000
51571,Yuichiro,Jervis,Senior Engineer,9/3/1993,46866
239621,Josyula,Tzvieli,Assistant Engineer,9/3/1993,80081
244118,Siddarth,Tanemo,Senior Staff,9/3/1993,66313
292968,Sashi,Chaudhury,Senior Engineer,9/3/1993,53383
296901,Margo,Ranai,Senior Staff,9/3/1993,75083
431910,Premsyl,Schaap,Senior Engineer,9/3/1993,66099
433166,Ult,Fabrizio,Senior Engineer,9/3/1993,40000
438644,Lene,Selenyi,Senior Staff,9/3/1993,79779
444173,Steve,Matteis,Senior Staff,9/3/1993,40000
17559,Annemarie,Papastamatiou,Senior Engineer,9/4/1993,53573
20265,Amalendu,Willoner,Senior Engineer,9/4/1993,53518
37852,Christophe,Lunt,Senior Engineer,9/4/1993,66409
41917,Fumitake,Schlumberger,Senior Staff,9/4/1993,69069
87234,Boriana,Mungall,Senior Staff,9/4/1993,111013
108711,Sanjai,Kambil,Senior Staff,9/4/1993,71845
218693,Sanjiv,Pashtan,Senior Staff,9/4/1993,40000
248818,Yefim,Suomi,Senior Staff,9/4/1993,50354
253037,Zijian,Bharadwaj,Senior Engineer,9/4/1993,51595
287812,Anwar,Brizzi,Engineer,9/4/1993,40000
295336,Zongyan,Moffat,Technique Leader,9/4/1993,50093
402119,Luise,Haldar,Senior Engineer,9/4/1993,44330
404486,Masami,Masada,Senior Engineer,9/4/1993,68490
415452,Shahab,Lalonde,Senior Staff,9/4/1993,82336
439195,Goncalo,Selenyi,Senior Engineer,9/4/1993,61746
446633,Junichi,Zeidenstein,Senior Engineer,9/4/1993,41449
447489,Pranay,Stassinopoulos,Senior Engineer,9/4/1993,55844
473140,Jiakeng,Rosti,Senior Engineer,9/4/1993,54707
487320,Shaw,Nilsson,Senior Staff,9/4/1993,40000
499206,Dmitry,Kohling,Senior Staff,9/4/1993,75612
23470,Neven,Hutton,Senior Engineer,9/5/1993,58086
25862,Khaled,Tasistro,Senior Engineer,9/5/1993,40000
50838,Adil,Skogmar,Senior Staff,9/5/1993,45211
56020,Alagu,Byoun,Senior Engineer,9/5/1993,57056
108218,Akeel,Piveteau,Senior Engineer,9/5/1993,40000
247681,Alejandra,Muniz,Senior Engineer,9/5/1993,40000
294612,Pintsang,Gruenwald,Senior Staff,9/5/1993,40000
406736,Sadun,Erman,Senior Staff,9/5/1993,70828
417780,Honglan,Tomescu,Senior Engineer,9/5/1993,51885
472381,Yucel,Maraist,Senior Engineer,9/5/1993,63129
482563,Kayoko,Ratzlaff,Technique Leader,9/5/1993,40000
32925,Xiaoqiu,Zwicker,Senior Staff,9/6/1993,40000
54424,Wayne,Halevi,Senior Engineer,9/6/1993,56685
61578,Temple,Taubenfeld,Assistant Engineer,9/6/1993,52314
71869,Elzbieta,Puoti,Technique Leader,9/6/1993,40000
251388,Pantung,Fendler,Senior Engineer,9/6/1993,40000
258514,Lech,Thimonier,Senior Engineer,9/6/1993,46694
293614,Hidefumi,Denti,Senior Engineer,9/6/1993,57745
414644,Janalee,Passino,Engineer,9/6/1993,50052
416647,Yuchang,Birch,Engineer,9/6/1993,49496
429919,Mototsugu,Pashtan,Senior Engineer,9/6/1993,64533
477990,Alejandra,Aingworth,Senior Engineer,9/6/1993,40000
492391,Alenka,Baba,Senior Staff,9/6/1993,45178
495183,Dhritiman,Heping,Senior Engineer,9/6/1993,49655
205092,Masako,Spieker,Senior Staff,9/7/1993,72572
208546,Piyush,Garnier,Senior Staff,9/7/1993,77403
213061,Zeljko,Leuchs,Senior Staff,9/7/1993,40000
275721,Shigeichiro,Farrar,Senior Engineer,9/7/1993,50840
276426,Christophe,Narahari,Technique Leader,9/7/1993,62996
295543,Navin,Nannarelli,Senior Engineer,9/7/1993,53821
404937,Miyeon,Quaggetto,Staff,9/7/1993,56008
408536,Kotesh,Saoudi,Senior Staff,9/7/1993,101930
414770,Kwee,Oberman,Senior Engineer,9/7/1993,43293
425220,Xiadong,Anger,Senior Staff,9/7/1993,57334
441583,Sariel,Hanratty,Senior Engineer,9/7/1993,40000
441873,Georg,Perri,Senior Staff,9/7/1993,62108
470216,Luise,Gornas,Senior Engineer,9/7/1993,49072
488403,Arra,Klerer,Senior Staff,9/7/1993,40000
495301,Monique,Melichar,Senior Staff,9/7/1993,40000
64616,Hitomi,Zirintsis,Senior Staff,9/8/1993,49863
69445,Gift,Puppo,Senior Staff,9/8/1993,54958
69575,Goh,Pettit,Staff,9/8/1993,40000
96293,Vidar,Brender,Assistant Engineer,9/8/1993,66123
214189,Panayotis,Junot,Senior Engineer,9/8/1993,40000
243131,Paris,Detkin,Senior Staff,9/8/1993,91441
408868,Tuval,Milicic,Senior Staff,9/8/1993,82911
436130,Guenter,Lorys,Senior Engineer,9/8/1993,40000
461928,Gopalakrishnan,Wolniewicz,Senior Engineer,9/8/1993,40000
471606,Masadi,Kropp,Senior Engineer,9/8/1993,40000
477314,Premal,Hanratty,Senior Staff,9/8/1993,40000
481096,Yongmao,Sadowsky,Senior Engineer,9/8/1993,40000
496097,Zdislav,Deverell,Engineer,9/8/1993,40000
11009,Alper,Axelband,Senior Staff,9/9/1993,75111
12872,Marl,Schmittgen,Senior Staff,9/9/1993,56040
13815,Guadalupe,Plotkin,Senior Engineer,9/9/1993,40000
19724,Visit,Hasham,Senior Staff,9/9/1993,69399
30289,Kiyomitsu,Vuskovic,Senior Engineer,9/9/1993,75393
72574,Saeed,Carrere,Senior Engineer,9/9/1993,56518
109837,Qiwen,Kusakari,Senior Staff,9/9/1993,40000
220202,Mats,Menhardt,Senior Staff,9/9/1993,47322
224394,Isaac,Sanella,Senior Staff,9/9/1993,79293
230906,Qunsheng,Marchegay,Senior Staff,9/9/1993,50033
267688,Woody,Poujol,Senior Staff,9/9/1993,54399
294463,Hidekazu,Openshaw,Technique Leader,9/9/1993,40000
418212,Arunas,Xiaoshan,Senior Staff,9/9/1993,40000
482237,Xiaopeng,Ranka,Senior Engineer,9/9/1993,40000
499870,Kayoko,Peroz,Senior Engineer,9/9/1993,40000
14724,Aron,Lemarechal,Senior Staff,9/10/1993,66530
39970,Sachar,Sgarro,Senior Staff,9/10/1993,78546
40494,Elliott,Lung,Technique Leader,9/10/1993,62052
76704,Valery,Shackel,Senior Engineer,9/10/1993,57468
210160,Byong,Trelles,Senior Engineer,9/10/1993,40000
217453,Goo,Ishibashi,Senior Engineer,9/10/1993,40000
268054,Tonia,Demos,Senior Engineer,9/10/1993,58603
271710,Leszek,Ossenbruggen,Senior Staff,9/10/1993,40000
293808,Gil,Pettis,Senior Staff,9/10/1993,57829
420661,Bowen,Speckmann,Senior Staff,9/10/1993,40000
446287,Bilhanan,Nyrup,Senior Engineer,9/10/1993,45884
12542,Kazuhide,Bouloucos,Senior Staff,9/11/1993,44176
25491,Annemarie,Rosis,Senior Engineer,9/11/1993,44737
38244,Phillip,Madeira,Senior Staff,9/11/1993,72130
48154,Baocai,Baba,Senior Staff,9/11/1993,60060
52015,Zeljko,Raoux,Technique Leader,9/11/1993,40741
101254,Franziska,Reinhard,Senior Engineer,9/11/1993,52561
227925,Ulises,Sgarro,Senior Staff,9/11/1993,40000
236720,Moty,Savasere,Senior Staff,9/11/1993,40000
258660,King,Zastre,Senior Engineer,9/11/1993,40000
289904,Tetsurou,Bahr,Staff,9/11/1993,52209
421528,Bernardo,Smeets,Senior Engineer,9/11/1993,47535
485640,Fei,Rosiles,Senior Staff,9/11/1993,55239
490982,Mountaz,Feinberg,Staff,9/11/1993,58206
495523,Kristen,Standera,Senior Engineer,9/11/1993,54677
10927,Gal,Scallan,Senior Staff,9/12/1993,51819
22861,Susumu,Baja,Senior Engineer,9/12/1993,56524
28207,Sakthirel,Ebeling,Senior Engineer,9/12/1993,70931
58543,Gully,Beausoleil,Senior Engineer,9/12/1993,41223
204783,Zissis,Majewski,Senior Staff,9/12/1993,70977
263074,Masadi,Schapire,Senior Engineer,9/12/1993,40000
469974,Djenana,Cochrane,Senior Engineer,9/12/1993,54077
474980,Achilleas,Rindone,Senior Staff,9/12/1993,42091
487754,Genta,England,Engineer,9/12/1993,40000
